ED/ES,Vendor,Centre,Dice LV,Jaccard LV,Hausdorff LV,ASSD LV,Dice MYO,Jaccard MYO,Hausdorff MYO,ASSD MYO,Dice RV,Jaccard RV,Hausdorff RV,ASSD RV
ES,D,5,0.9087221095334684,0.8327137546468402,7.114721374855247,0.5947854255076762,0.8771858479056527,0.7812386816370881,10.0,0.5289113735039497,0.9231995748073346,0.8573543928923988,8.112030468037505,0.3025928042230412
ES,D,5,0.7510778594978443,0.6013808508478018,12.298716913992706,2.6323056387661548,0.7437450379947828,0.592033512693655,12.401198272994108,2.022434594920174,0.6784649293400752,0.5133915432159325,25.55637078221739,2.9144213124396114
ED,C,4,0.9681273163287551,0.9382236119327304,11.312070024139985,0.27718210503065965,0.9055221637866266,0.8273554144499743,11.616955723803375,0.3605494239148357,0.83983233837165,0.7238887672432669,12.487027527081564,3.511259613924741
ED,C,4,0.8716260697827518,0.7724620770128354,20.10987037670005,3.1399075932670675,0.8267053701015965,0.7046016823354775,26.82348316462045,1.8050201569475373,0.9274205922970692,0.8646638054363376,10.704161929427487,0.4622223939355123
ES,B,2,0.9293603904443872,0.8680422264875239,10.0,0.398506476892284,0.9158305462653288,0.8447300771208226,13.034850232266418,0.3106650018219067,0.9433693216541048,0.8928089454405244,3.344423910394516,0.1332387405827344
ES,A,1,0.9679658302189,0.9379203310915676,5.666666507720947,0.17540458525316488,0.8980192416525183,0.8149137222678718,6.335525758542688,0.23708990306239466,0.9189706507868992,0.8500885303954357,11.333333015441895,0.33375114412280943
ED,C,4,0.9655358104469576,0.9333680374804788,3.3192184754127485,0.19905969534777332,0.9056853239312472,0.8276278695126863,3.3192184754127485,0.3083351546040495,0.9315532154945468,0.8718760999648011,7.421997189521789,0.290804115721346
ED,D,5,0.9367778907477584,0.8810745023037468,10.250003012251435,0.3409109211149682,0.8550870881410959,0.7468577559779277,16.53459222289287,0.5127392478404605,0.8363912054586808,0.7187907219181653,11.555927985300796,1.3062029525397765
ED,C,4,0.9772325992008176,0.9554788297292386,2.0992583228255848,0.15538466522950312,0.888532477947073,0.7994227994227994,4.1985166456511696,0.292867503373668,0.9063572479163262,0.8287507471607891,11.629922658179092,1.4015282882221642
ED,C,4,0.9126382502796072,0.8393142857142857,10.0,2.1441516300543944,0.8598327829691562,0.7541286665023417,13.796419951601687,1.0542652657015443,0.8800054760763912,0.7857230167461191,13.716329485218553,1.8175664616228944
ES,B,3,0.9623655913978496,0.9274611398963728,2.0992232566475635,0.18454124104403166,0.9258495277385734,0.8619365271881949,10.0,0.3080889719782114,0.9047929572872514,0.8261387317654064,10.845596024423923,0.4622068200515159
ED,C,4,0.9675479706428508,0.9371360054813292,2.0992596715246763,0.24521221678732985,0.8547426302123109,0.7463323552947453,5.937602996826173,0.4011663095686904,0.8575132116861103,0.7505672892302322,15.093039584066785,2.6195317216436935
ED,D,5,0.9554435440991941,0.9146882762552428,20.59135683609016,0.6166062068493502,0.8376745696654758,0.7206884989381915,5.336376177123716,0.3988131904802603,0.7700476891522907,0.6260793059704547,25.875437819557447,5.126894356529211
