ED/ES,Vendor,Centre,Dice LV,Jaccard LV,Hausdorff LV,ASSD LV,Dice MYO,Jaccard MYO,Hausdorff MYO,ASSD MYO,Dice RV,Jaccard RV,Hausdorff RV,ASSD RV
ES,C,4,0.9101157830591105,0.8350573105954711,3.547297239303589,0.4132025654824719,0.7963049945201189,0.6615504682622269,13.034850232266418,1.7302167435129243,0.8586131480766757,0.7522542831379622,11.312070024139985,0.8975448349618451
ES,C,4,0.6643009226401704,0.4973432518597237,32.65680336952209,7.029982277654468,0.6381253547393173,0.4685639437961419,31.748523539219647,5.403846368057404,0.6735849056603773,0.5078236130867709,25.083025270668173,4.380758973060152
ES,D,5,0.42188559801040015,0.2673352435530086,50.157955570275014,9.113128033780477,0.2474351902923332,0.141184616352993,52.932553762566926,10.06618003861342,0.5105305251932818,0.3427599785215679,41.81004607218826,8.708444606908287
ES,C,4,0.7056936647955092,0.5452292441140025,22.97389331755085,4.789505282769649,0.6646118906642875,0.4976919339164237,20.543476959344027,4.0511690896287575,0.8687512447719578,0.7679577464788733,10.946734850531831,0.8675725500363474
ED,C,4,0.8981861846678885,0.8151887117127452,10.0,2.746849019619677,0.8142183532825535,0.6866511684815857,13.79641891268744,1.2370775392587885,0.8928098193737359,0.8063744016124968,14.003800257379938,1.8302926867157876
ES,A,6,0.8598710909524946,0.7541876046901173,20.0,1.1130691700154178,0.8360066102848255,0.7182228161015534,23.03258561256204,1.4643189017129865,0.6886195042518546,0.5251103752759382,23.323807579381203,3.2560325071526517
ES,C,4,0.9384017758046614,0.883951907997909,3.319219328405044,0.3049347492930844,0.8764340793680647,0.7800468697689991,8.90639662742615,0.4737883029730434,0.8593369544858588,0.7533661740558292,8.655462819144033,0.8655222961941845
ES,C,4,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
ED,A,1,0.5920546244568591,0.4205096552332246,42.037662324526785,8.30963178105774,0.5228609625668449,0.3539686849488641,41.70179916635418,5.67695026492134,0.4609657165083069,0.2995162105567189,42.482614446528615,9.347894242583648
ED,A,6,0.8895375633737901,0.8010514665190924,11.183445162505366,1.9014427539447172,0.7861437160034355,0.6476415094339623,20.331455218074264,1.6473189193366276,0.9156216790648246,0.8443747549980399,11.942280255240204,0.6459770633307866
ES,D,5,0.11241718315879462,0.05955615942028985,30.0947733330899,10.529599700663606,0.031475458861350974,0.01598936574249905,37.45690920176497,13.526864728887274,0.0,0.0,-1.0,-1.0
ED,C,4,0.9557067271352986,0.9151708164447018,4.453200101852417,0.22994573438437216,0.8406224406224406,0.725063577281718,11.342167686186778,0.5373247584031461,0.9435750925264592,0.8931776275353411,7.422001361846924,0.3107381568190505
ED,D,5,0.959201761157332,0.9216020217558509,4.557500183582307,0.18857253555787076,0.7888464133123454,0.6513182324545117,5.31491286624341,0.39763513420334895,0.9358732337966936,0.8794753252338459,8.403615111331513,0.27884703343750106
ED,C,4,0.7795927178527741,0.6387971698113207,30.0,5.1331432709460785,0.7312533374017851,0.5763588263588264,32.16224530090704,3.3401103749916423,0.9022055052145664,0.8218346052016821,13.391191715130976,1.0642551995261078
ED,B,2,0.9005706380771226,0.8191255111670337,16.082819595368807,0.6717195759454576,0.787393860222077,0.6493401562079181,15.371621370315552,0.7859109573810747,0.8003495824431929,0.6671523393232961,14.214945938810995,3.027433761725595
ES,D,5,0.15331722363018407,0.08302304304346901,80.4456878234123,19.24038530056681,0.06633412745681952,0.03430485504177415,82.84839943886755,21.508644512349505,0.025513458349279244,0.012921566093810571,76.39747348368587,14.009133839300446
ED,C,4,0.9655793836727338,0.9334494773519164,4.198515971301485,0.20578670468707327,0.8867139160760491,0.7964834276475343,9.388166513292061,0.3834845011526431,0.9368612092845544,0.8812219227313567,7.421997189521789,0.26264644935240555
ED,C,4,0.9748394004282656,0.9509138381201044,2.0992596715246763,0.1935526745954142,0.854688194341579,0.7462493533367822,5.937602996826173,0.4131084445304773,0.8503700740148029,0.7396902731860101,15.093039584066785,2.627451465292272
ES,A,1,0.0,0.0,86.38683275272267,38.88260617735124,0.014061562205264512,0.007080562991106122,82.08358782743967,26.18961300481521,0.0,0.0,-1.0,-1.0
ES,B,3,0.954440702003191,0.9128518141742964,3.3191634041012503,0.2318379121132471,0.8511311116516662,0.7408426847342791,10.0,0.8152121798132144,0.8764166216945494,0.7800192122958693,15.310307559880204,0.8218152561367476
ED,A,6,0.9667272727272728,0.9355973957416858,10.0,0.386366778246115,0.8275962660443408,0.7058969893008211,13.437096045087651,0.6851237332036203,0.8864274334269023,0.7960212563019485,20.548046612102254,2.1904061131816976
ES,D,5,0.929644712821233,0.8685384413539753,4.7727001905441275,0.3888706469189761,0.8747392688549785,0.7773658536585366,10.0,0.4894336526827063,0.932049672108274,0.8727462764567546,8.112030468037505,0.2902265332129091
ED,C,4,0.897500702049986,0.8140601120733572,20.0,2.4754067334569534,0.7963875205254516,0.6616643929058663,20.055010441650282,1.5672976955834574,0.9386830609933668,0.8844512195121951,13.391190287993885,0.4404403433719041
ED,C,4,0.8734123019837305,0.7752723587534837,10.933034325803193,2.6486228070496693,0.7375265017667845,0.5841916703985669,16.083887189097897,1.7181792878025224,0.8182901400059577,0.6924628182505672,21.30736860604685,2.4056239711714897
ES,B,3,0.969216757741348,0.9402721328856688,10.0,0.2154660861080866,0.9002509993492609,0.8185967878275571,13.344322261068266,0.4378685516023384,0.9283809147485924,0.866334808259587,10.383019486677476,0.4364790283910101
ES,D,5,0.5916843161297515,0.4201361405730568,40.0,5.8643946952694295,0.22507335596340836,0.12680713128038898,42.81951277663115,9.181389228818178,0.3280251546810021,0.19619024508614413,42.78994503295454,5.448022649353288
ES,C,4,0.9567974633372968,0.9171732522796352,3.319220981077447,0.21534534313925147,0.9020100502512562,0.8215102974828375,3.319220981077447,0.33231770355641244,0.7939962476547843,0.6583696328562539,19.658278814581987,3.3456953926855992
ES,B,3,0.8970833333333333,0.8133736305251228,20.0,1.3670369111561465,0.7479753806284418,0.5974126778783959,22.262904063573366,2.59690219373318,0.8072713782229642,0.6768273716951788,32.287450492539925,2.448522257547416
ES,B,2,0.8494860499265786,0.7383535417996171,11.125128718194203,2.2774144061850525,0.7763887739051246,0.6345060893098782,10.870874083999876,1.2239996310644805,0.796770995609687,0.6621939736346516,12.763878271115495,1.1937844781111604
ES,A,1,0.236659968743023,0.13421119270701445,47.942674976719246,9.14384823713834,0.13979790488551033,0.07515199840526263,53.57847161733536,11.014918657885831,0.0,0.0,-1.0,-1.0
ED,D,5,0.8626124120737245,0.7584155315484578,13.640511470751195,1.5719823263255115,0.6788494451498923,0.5138320100292519,13.096132611649242,1.6685740929954471,0.7633527495310495,0.6172760657831711,31.612541590975145,3.1309401866803515
ES,A,6,0.9284054910242872,0.8663776113519905,10.137937524366519,0.5559874902901467,0.8520220588235294,0.7421937550040032,11.666666439601359,0.7327125184232206,0.9039514577475212,0.8247366999729949,20.069324284787434,0.7893188818787167
ED,A,6,0.9623503058499182,0.9274327465958152,10.0,0.3251833536044512,0.8779724655819775,0.7824874511991077,10.862780491200215,0.5007898423865291,0.8907675567087971,0.8030485964382734,23.75394704043941,1.7589319439797342
ES,D,5,0.8764421119305071,0.7800595957155513,11.72123945075925,2.561853583988388,0.7626358181523326,0.6163390126692879,111.37637158473495,1.679763988811551,0.9161908139741088,0.8453432816283788,10.0,0.43552041231534544
ED,D,5,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
ED,D,5,0.5037756870512503,0.33669796880817443,50.0,7.938394933815508,0.4373905122275944,0.2799103139013453,56.50768733764418,8.053765875403668,0.04252971563267968,0.02172687676146554,59.00734922640861,17.96193500333819
