ED/ES,Vendor,Centre,Dice LV,Jaccard LV,Hausdorff LV,ASSD LV,Dice RV,Jaccard RV,Hausdorff RV,ASSD RV,Dice MYO,Jaccard MYO,Hausdorff MYO,ASSD MYO
ES,A,6,0.7954898911353032,0.6604260813428018,13.056501475464255,0.8355855947300006,0.7284665894167632,0.5729040097205347,12.046783897164275,3.1111468882333253,0.8405923344947736,0.7250187828700225,12.253117619835756,1.4522676290973413
ED,C,4,0.9308565531475748,0.8706563706563707,7.568981746598216,0.2981385206250548,0.9668339906776624,0.9357973277806698,2.9687993526458736,0.19860192866937135,0.9067524115755627,0.8294117647058824,4.694083859802627,0.3048885581560219
ES,C,4,0.8106620808254514,0.6816078658183922,12.45335616593267,1.2689369948514495,0.9070893879348304,0.8299758259468171,12.002868558969231,0.8036782989194227,0.9118398064776241,0.8379646782759047,10.431383809477856,0.6571161850372473
ES,C,4,0.899781540141999,0.8178207992057582,7.993739929371622,0.4403751851940545,0.894352990206293,0.8088955898982284,5.352080700211796,0.3914494636196464,0.9223671013039118,0.8559195830230827,10.0,0.3393468690178632
ED,C,4,0.948552461737046,0.9021396001403016,5.352080700211796,0.2451079560124804,0.9612989323843416,0.9254817987152034,7.422000169754027,0.2115892449549764,0.8988611509163587,0.8163013698630137,10.536470952611902,0.3218152308641269
ED,A,1,0.8884229567505344,0.7992455063244323,59.09963548938376,1.7490430886234942,0.9600072714051991,0.9230903688166404,42.15848833186188,1.0484900041431904,0.8621875553979791,0.7577589430387636,48.69205611843197,2.4920069213020306
ES,A,1,0.9295558958652372,0.8683834048640916,11.421531489724273,0.2795388744633658,0.9678536638164305,0.937709731543624,5.666666507720947,0.17198988843740548,0.9050886534555634,0.8266319061465958,6.335525758542688,0.22642360928901634
ED,B,3,0.973870869960594,0.9490724329434008,3.3191634041012503,0.12652270116025804,0.9726930320150659,0.9468377635197068,2.96875,0.1951633135218822,0.8816245666171372,0.7883082373782108,6.120234913026215,0.3356541699058371
ES,B,3,0.9547070933932248,0.9133393017009848,4.1911765336990365,0.17934407347766898,0.9752488811763632,0.9516934046345812,10.0,0.1759868578475784,0.9349877665152044,0.8779127010173942,13.417254190870171,0.30145272846541943
ES,B,3,0.9619062548988868,0.9266082754454849,3.951479130838022,0.12579710762992488,0.9540786669250144,0.9121896998888476,4.1911765336990365,0.208967929946288,0.9167585446527012,0.8463104325699745,5.760221181350407,0.27611700011137746
ED,C,4,0.9310477361826428,0.8709909391629512,10.0,0.4594681450435375,0.8775845093534624,0.7818713450292397,20.10987037670005,3.098773554478944,0.8335020974974685,0.7145337301587301,26.45124164716034,1.7713053099057892
ES,A,6,0.6989581429354781,0.5372295588648497,24.5,3.114128950701341,0.7885471898197243,0.6509103641456583,11.368817000902073,3.0142336249257324,0.8446088794926004,0.7310155535224153,13.865424623862047,1.2840887248779858
ED,D,5,0.8150781429179909,0.6878750172819024,20.156512246551763,2.49510325899726,0.9661351379002908,0.934488803438136,3.977499902248383,0.20579353768516173,0.8171478565179353,0.6908284023668639,10.0,0.5203735651046523
ES,D,5,0.6598809295179566,0.4924047004872456,23.302733090141352,3.4129533880792837,0.8103316700909892,0.6811408270008882,12.298716913992706,2.2889039036597016,0.8314775804995486,0.7115632243110996,12.80292318607118,1.5203449234051116
ES,A,1,0.7135422689950272,0.5546565983459187,20.06090734131768,3.2400852840415637,0.8511024643320363,0.7407992774892752,28.26344836405732,1.5791160690506931,0.8392560266001663,0.7230328529227464,10.121264908939674,1.1420337100331128
ED,D,5,0.9017008220008332,0.8209974477478099,11.051439132236927,0.4661039833647601,0.8359558823529412,0.7181479375908029,10.125773118873726,3.1623706998208627,0.7309824987003986,0.5760223936642316,11.772936624586801,1.3588235237169188
ED,A,1,0.9508283281631577,0.9062657272269752,4.3750001192092896,0.2517984442644879,0.9797783103654883,0.9603582440170312,4.3750001192092896,0.10734508512749204,0.9077498899163364,0.8310824430558356,7.436070326606308,0.27279166966926544
ED,A,6,0.935243841126194,0.8783643403531967,12.754356677500901,0.651479524268698,0.97037994950428,0.942464114832536,10.0,0.2570325357045624,0.8516416249304396,0.7416165923628609,13.79311438834439,0.5041270701485037
ED,C,4,0.9119853308884814,0.8382105101884479,11.342166921715787,1.2978789000083697,0.9800389935939096,0.9608592754414709,1.4844001531600952,0.13904308469305146,0.8968764715115366,0.8130335799658509,4.1985166456511696,0.26981052394871297
ES,A,1,0.7966214714380974,0.6619874399704471,15.89702914265127,3.240696417926036,0.933469805527124,0.8752399232245681,4.2499998807907104,0.3635472731188059,0.886604943514822,0.7963075984131828,10.109139957135902,0.5918514864597609
ED,A,6,0.9040170375266212,0.8248458858214955,10.274023306051127,1.618964558079221,0.9664453615646867,0.9350694444444444,10.0,0.3906391313955389,0.8460337732368384,0.7331529758976881,14.529662908115366,0.6179317308325233
ED,C,4,0.9535683576956148,0.9112571898110108,10.57599701797355,0.18327299752839324,0.9668564367359548,0.9358393848782572,7.094594478607178,0.22650198997829316,0.9031029357116314,0.8233251460997714,11.062112934916058,0.3605329557515291
ES,D,5,0.8606342393896041,0.7553625614732656,10.341499745845796,0.4635174171656017,0.7984908711176986,0.664573286979926,10.761993674183268,3.5022102584248667,0.8740634812074486,0.7762990778066154,10.063083053051974,0.8835532455021032
ES,A,6,0.91915261565067,0.8504,10.0,0.4511736790591538,0.9319482722069112,0.8725684795553791,10.540925433368503,0.5235976151644046,0.8448250406023918,0.7313394683026585,11.666666439601359,0.7928901304495641
ED,B,3,0.9777134121811892,0.9563985518652603,4.4531253576278695,0.10720194199192043,0.9637305699481864,0.93,10.0,0.35459112090052186,0.8522802379378718,0.7425856608119781,15.31030784882165,0.6208321812372734
ES,B,2,0.9424845850601437,0.8912253871152743,3.7391796046089016,0.14354774014578406,0.9324996810003828,0.8735357398995935,3.7391796046089016,0.2944586634124277,0.9180350681881436,0.8484887459807074,12.54288654471709,0.3102942706868088
ES,B,3,0.9568727427236032,0.9173116089613036,6.1202353756262085,0.16603657618826922,0.9326829268292685,0.8738574040219378,5.351990306767696,0.3320087418698464,0.9162397895611242,0.8454266734798158,5.937500476837157,0.3245267269305673
ED,B,3,0.9786515335765436,0.958195528509062,3.2680992902165986,0.09990123373156727,0.9802360301436088,0.9612381483547128,2.0669274753328173,0.1418905884859724,0.8777456647398844,0.7821272212207057,4.133854950665635,0.3662094627759497
ES,B,2,0.8675664276676508,0.7661080074487896,13.264229724115006,0.5410700045242594,0.94115990990991,0.8888593459186387,3.697183012962341,0.26062580205459634,0.8655146506386175,0.7629139072847683,11.746058704393064,0.8097511945525977
ED,D,5,0.3370125684821141,0.20265491013032316,88.34680626679216,8.645891753732894,0.9145083554794828,0.8424830905846715,11.287671634492035,1.4765703926529623,0.8400244051250763,0.7241742057647801,11.515960746615876,0.5438274218273907
ES,C,4,0.7961538461538461,0.6613418530351438,20.489778189580395,3.3868725756840528,0.9531281432307382,0.9104534973097618,3.319220981077447,0.2354228643237561,0.917533544399216,0.8476323119777158,3.319220981077447,0.29211289386279393
ES,D,5,0.7193450114242194,0.5617008623253048,34.41128133230102,3.5677766728379074,0.8822774899635188,0.78935288682226,20.0,2.1766884367555783,0.7715411961016663,0.6280562226859325,31.390424404565557,2.057803604142743
ED,D,5,0.941310801552866,0.8891285591026747,6.363600254058838,0.306213855894768,0.9380916604057099,0.8834017263336635,4.7727001905441275,0.5082803234598064,0.8267457180500659,0.7046603032004491,87.00700094391316,2.295458040823359
ED,D,5,0.8323270482679529,0.7128083655901554,28.792515464790373,1.13876841399109,0.9457577919362378,0.8970972559268248,12.703683281401796,0.7448829567561923,0.7669198895027625,0.6219546345561467,28.81523498838367,1.3111561225803978
ED,C,4,0.8723332204537758,0.7735735735735736,12.45335616593267,1.882044929675768,0.9430894308943092,0.8923076923076924,7.421999716759174,0.5599360619290163,0.8731243301178992,0.7748186898109618,13.359596014022827,0.6357309417982469
ES,D,5,0.8132208765859285,0.6852335540302497,12.703682979075685,2.115214674568465,0.9511919130959564,0.9069265626123858,3.3750205836583933,0.2031842411511997,0.8821402747650036,0.7891332470892626,5.625034306097323,0.4000603689096903
ED,C,4,0.7175169225689285,0.5594747682801235,26.94642151005188,4.449574652725795,0.9545609839426034,0.9130718954248366,3.319219381716997,0.15515744246913413,0.8947154471544716,0.8094887826406767,15.595634804378914,0.5160314946556916
ES,A,6,0.941243366186505,0.8890082348728965,10.0,0.3167974351014242,0.8624331725127136,0.7581384685923888,11.070794963889822,3.2176179892249976,0.8584422967595224,0.7519920318725101,12.754356677500901,1.0228567398901516
ES,D,5,0.5112390350877193,0.3433990057079728,223.626084352685,27.08936416236416,0.8920009133115153,0.8050556395109218,10.399727783908551,0.8422877126545474,0.7735836406302379,0.6307675486551498,31.989597714544896,3.580983125709938
ED,D,5,0.5414901213996668,0.3712625669147409,28.02373802986553,4.2393805842265975,0.9662770774105236,0.9347544262537966,6.750041420197882,0.22192487600639146,0.8081655593247556,0.6780854217192132,14.385639262588526,0.511427701430502
ES,A,6,0.9054200216320154,0.8271848924022837,10.222524150130436,0.4879243564579031,0.926880589163598,0.8637254901960785,6.708203932499369,0.415108688813593,0.8844305622296973,0.7928063751884558,8.077747210701755,0.4537575891329769
ED,B,2,0.9590207557211282,0.9212678936605316,3.4857375730045104,0.1356836160457341,0.9777978135917952,0.9565600882028666,3.697183012962341,0.1257918690749481,0.8776422065647018,0.7819629459500842,10.0,0.35510400956828797
ES,B,2,0.8242348532167395,0.7010199745006375,20.239982672542716,1.091845779945876,0.9196413466418542,0.8512370811149389,3.547297239303589,0.327197895527912,0.8773033707865169,0.7814251401120896,4.729729652404785,0.4419528535984441
ED,A,1,0.8602564102564103,0.7547806524184477,11.930365276078778,2.7528656323000567,0.9759608665269044,0.9530503616759928,7.083333134651184,0.14495193117825705,0.8857910478025042,0.7949954504094632,9.806829048572974,0.3263090618445417
ED,D,5,0.9225431057492126,0.8562227506936188,10.164808373389851,0.444826490571002,0.9649944638446468,0.9323568136932192,4.557500183582307,0.15453532344759835,0.8444421657095981,0.7307658177300559,6.114528130774684,0.2867091301136872
ED,A,6,0.8840711625982624,0.7922289781996145,24.5,1.817443550787854,0.9684048291805806,0.9387450199203188,7.648529270389178,0.24109613508395045,0.8926114268620999,0.8060507833603457,7.5,0.3621369921923053
ES,D,5,0.8718221013954081,0.7727700591136715,43.817537190783845,1.5740638280150474,0.9186550435865504,0.8495485535286529,10.031591111029966,0.6993228799579603,0.8500578105032557,0.7392178652696195,15.568704846211391,0.7798354866736554
ES,C,4,0.8304555171846736,0.7100674915635545,10.0,0.9565916144545904,0.8519833307609199,0.7421349825221834,8.655466315106668,0.9856863106954956,0.8808049535603715,0.7869986168741355,10.0,0.631562493487023
ES,C,4,0.752183908045977,0.6028002947678703,24.354952926804472,1.7026383471489313,0.8709449929478138,0.7713928794503435,10.0,0.7283157154161572,0.897493790923459,0.8140487405283637,13.528037366563716,0.7545494075408515
ES,C,4,0.6540821142048135,0.4859747545582048,16.94971073993353,3.0367698109398007,0.6620111731843575,0.4947807933194154,12.802338081889632,2.3580120060684653,0.8029180439986322,0.6707293848790706,19.14723632162019,2.0177121319395086
ED,B,3,0.9590384615384616,0.9213005726953629,10.752403792708328,0.6392536896792727,0.9771633022660012,0.9553463465192606,3.951479130838022,0.185017460155442,0.8703002040221509,0.7703818369453045,17.90392124411462,0.4605289494940497
ES,A,1,0.9212827988338192,0.8540540540540541,8.503471745017274,0.3559805159252588,0.9573213046495488,0.9181364392678868,3.260932556040552,0.1882052595247677,0.9172422781180763,0.8471352912855079,3.260932556040552,0.2556305879154177
ES,B,2,0.8242931937172775,0.7011043819023869,15.371621370315552,0.6815082027604906,0.8365598222786417,0.7190398254228041,6.367593417847691,0.5665034171848757,0.8233240777469258,0.6997033441208198,21.352420388848017,1.8077959053030228
ED,B,2,0.9621496446538368,0.9270600907901824,2.643999254493388,0.15381226382448066,0.978905472636816,0.9586825180276748,4.729729652404785,0.1240085777888679,0.8993445692883895,0.8170991067630795,11.312070024139985,0.2588861973895805
ED,A,1,0.8970615142533026,0.8133377571333775,15.286922625464342,1.207416203192035,0.9442243218530936,0.8943418013856813,27.56374454655489,0.7848123192088732,0.8853025367683348,0.7942088019126893,23.987184358063676,0.4592758941367363
ES,C,4,0.8188161152374521,0.6932164634146342,13.276872622162635,1.1197806177877394,0.9330892143808256,0.8745709828393136,7.568982868783742,0.34867308868790325,0.9021872265966754,0.8218042715970673,10.0,0.4776512953527287
ES,C,4,0.7909496494582536,0.654190827622562,13.716331600980947,1.3169064940992758,0.8070697674418604,0.6765439800374298,11.629922658179092,2.308328102357196,0.8784922688964099,0.7833136094674557,12.45335679114442,1.2087220661439504
ES,C,4,0.8000944064196366,0.6667977970102281,12.146480065960624,1.2444202455869522,0.9415170816444702,0.8894967177242888,2.643999254493388,0.2529988512102055,0.9011417180137732,0.8200709161375443,13.034850232266418,0.9263975976635812
ED,A,6,0.9217603911980441,0.854875283446712,10.608238442426828,0.27553203566973583,0.8916744042092232,0.804523876012287,11.514785252604327,1.9063065521446152,0.7755762232106753,0.6334214002642008,20.998677614497552,1.6824966593573591
ES,A,1,0.8071531074069985,0.6766611141958171,15.765146902980595,1.091500250590764,0.8746908491343776,0.7772893772893773,46.69489693053222,2.527708275645137,0.8155261812604979,0.6885134718539984,49.35768655051261,3.276647891489475
ED,B,2,0.9482346186967754,0.9015647743813684,3.547297239303589,0.2172164569829807,0.9845271684718304,0.9695258582056108,1.6722119551972578,0.08906677064437685,0.9004268664517815,0.8188876564728252,3.547297239303589,0.2119848947193632
ED,D,5,0.8578996819071985,0.7511596558696428,38.702711320268214,2.1618559825743042,0.9207603459049768,0.8531565184908481,11.445881153174485,1.985758348063526,0.7856571343902801,0.6469813070428034,13.453660992005085,1.017992387531779
