ED/ES,Vendor,Centre,Dice LV,Jaccard LV,Hausdorff LV,ASSD LV,Dice RV,Jaccard RV,Hausdorff RV,ASSD RV,Dice MYO,Jaccard MYO,Hausdorff MYO,ASSD MYO
ED,D,5,0.8962957351715779,0.812079615648593,15.730452219471443,0.5847153248928658,0.8467732873890408,0.7342643715492043,10.125773100143107,2.9534519334205083,0.7343595900690365,0.5802276731264399,12.92590232379258,1.3996239509129191
ES,A,6,0.6993367722918202,0.5376770538243626,24.5,3.265406345825748,0.915376676986584,0.8439581351094196,20.0,0.7451787185157164,0.9032488397001072,0.8235677083333334,21.828879952943073,1.1174246316163938
ES,B,3,0.9431943351691582,0.8924955330553901,10.106240378802736,0.22695304826956106,0.9551478083588176,0.9141463414634148,10.0,0.3432634851890819,0.911502100840336,0.837394451145959,13.138767681972947,0.5089231831516419
ED,A,1,0.8478199491792038,0.7358398095638171,21.616323526679057,1.8082324107955516,0.9593687647378922,0.9219104061356108,5.9395555652338174,0.3394705328620897,0.8639185677158533,0.7604371862489674,15.368553762901168,0.93445947623438
ES,C,4,0.8502798507462687,0.7395537525354969,13.685487541104369,0.8358468074106293,0.9188450367332992,0.8498735777496842,7.421997952461264,0.41494737205476656,0.8747020769492679,0.7773071104387292,12.769288149132814,0.6851882214306847
ED,C,4,0.948694316436252,0.90239625949737,4.694085141510397,0.2574356395755613,0.958143017596406,0.9196492741124048,4.198517657175427,0.21452228956618571,0.8918898754010296,0.8048747643415028,9.957659424639372,0.3568832505767845
ES,A,1,0.7756942309662875,0.6335788416471376,20.446637947519232,2.039639674080422,0.8948667966211826,0.8097365945437441,6.731456008918131,0.4571888838151926,0.8216390469954163,0.6972728049927331,12.472570038165095,1.1783041836224148
ES,D,5,0.8621216753286457,0.7576571735626008,14.385639737216811,0.4955964241595691,0.8117465657415195,0.6831426212103339,10.613972201546627,3.3626455594116007,0.8786708356323953,0.7835975943138327,10.250003030755037,0.9992770580279566
ES,D,5,0.6568935841889726,0.4890852850198851,30.91234381363501,4.523857762737577,0.8476106078508601,0.7355244795078465,20.0,3.4087292066051207,0.7568644188362498,0.6088349736781872,31.460903805950647,2.3365978668461813
ED,A,6,0.8795271001581884,0.7849606182196464,24.5,1.868705414123956,0.9041433738901676,0.8250562640660165,12.041594578792296,2.0806631433713645,0.8403017040692802,0.724586478239923,14.577379737113251,0.9289693025968412
